Signature	Return Type	Function Type	Intermediate Type	Properties
ds_hll_count_distinct(BIGINT,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(BITMAP)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(BITMAP,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(BITMAP,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(BOOLEAN,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(BOOLEAN,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DATE)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DATE,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DATE,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DATETIME)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DATETIME,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DATETIME,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DECIMAL128)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DECIMAL128,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DECIMAL128,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DECIMAL256)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DECIMAL256,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DECIMAL256,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DECIMAL32)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DECIMAL32,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DECIMAL32,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DECIMAL64)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DECIMAL64,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DECIMAL64,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DECIMALV2)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DECIMALV2,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DECIMALV2,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DOUBLE)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DOUBLE,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(DOUBLE,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(FLOAT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(FLOAT,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(FLOAT,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(HLL)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(HLL,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(HLL,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(INT,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(INT,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(JSON)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(JSON,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(JSON,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(LARGEINT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(LARGEINT,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(LARGEINT,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(PERCENTILE)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(PERCENTILE,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(PERCENTILE,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(SMALLINT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(SMALLINT,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(SMALLINT,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(TIME)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(TIME,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(TIME,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(TINYINT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(TINYINT,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(TINYINT,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(UNKNOWN_TYPE)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(UNKNOWN_TYPE,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(UNKNOWN_TYPE,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(VARBINARY)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(VARBINARY,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(VARBINARY,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(VARCHAR,INT)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct(VARCHAR,INT,VARCHAR)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(BIGINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(BIGINT,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(BIGINT,INT,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(BOOLEAN)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(BOOLEAN,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(BOOLEAN,INT,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DATE)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DATE,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DATE,INT,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DATETIME)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DATETIME,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DATETIME,INT,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DECIMAL128)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DECIMAL128,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DECIMAL128,INT,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DECIMAL256)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DECIMAL256,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DECIMAL256,INT,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DECIMAL32)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DECIMAL32,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DECIMAL32,INT,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DECIMAL64)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DECIMAL64,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DECIMAL64,INT,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DOUBLE)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DOUBLE,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(DOUBLE,INT,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(FLOAT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(FLOAT,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(FLOAT,INT,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(INT,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(INT,INT,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(LARGEINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(LARGEINT,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(LARGEINT,INT,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(SMALLINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(SMALLINT,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(SMALLINT,INT,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(TINYINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(TINYINT,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(TINYINT,INT,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(VARCHAR,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_combine(VARCHAR,INT,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(BIGINT,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(BIGINT,INT,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(BIGINT,INT,VARCHAR,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(BOOLEAN,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(BOOLEAN,INT,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(BOOLEAN,INT,VARCHAR,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DATE,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DATE,INT,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DATE,INT,VARCHAR,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DATETIME,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DATETIME,INT,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DATETIME,INT,VARCHAR,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DECIMAL128,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DECIMAL128,INT,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DECIMAL128,INT,VARCHAR,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DECIMAL256,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DECIMAL256,INT,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DECIMAL256,INT,VARCHAR,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DECIMAL32,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DECIMAL32,INT,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DECIMAL32,INT,VARCHAR,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DECIMAL64,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DECIMAL64,INT,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DECIMAL64,INT,VARCHAR,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DOUBLE,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DOUBLE,INT,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(DOUBLE,INT,VARCHAR,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(FLOAT,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(FLOAT,INT,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
ds_hll_count_distinct_if(FLOAT,INT,VARCHAR,BOOLEAN)	BIGINT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
